연교패독산,1786,3546,2953,NNP,*,T,연교패독산,Compound,*,*,*,연교/NNP/*+패독산/NNP/*
엽산,1786,3546,2953,NNP,*,T,엽산,*,*,*,*,엽산/NNP/*
오령산,1786,3546,2953,NNP,*,T,오령산,*,*,*,*,오령산/NNP/*
오약순기산,1786,3546,2953,NNP,*,T,오약순기산,Compound,*,*,*,오약/NNP/*+순기산/NNP/*
오적산,1786,3546,2953,NNP,*,T,오적산,*,*,*,*,오적산/NNP/*
오패산,1786,3546,2953,NNP,*,T,오패산,*,*,*,*,오패산/NNP/*
옥병풍산,1786,3546,2953,NNP,*,T,옥병풍산,*,*,*,*,옥병풍산/NNP/*
우공산,1786,3546,2953,NNP,*,T,우공산,*,*,*,*,우공산/NNP/*
웅담산,1786,3546,2953,NNP,*,T,웅담산,*,*,*,*,웅담산/NNP/*
유산,1786,3546,2995,NNP,*,T,유산,*,*,*,*,유산/NNP/*
육일산,1786,3546,2953,NNP,*,T,육일산,*,*,*,*,육일산/NNP/*
은교산,1786,3546,2953,NNP,*,T,은교산,*,*,*,*,은교산/NNP/*
은회반총산,1786,3546,2953,NNP,*,T,은회반총산,Compound,*,*,*,은회/NNP/*+반총산/NNP/*
이기거풍산,1786,3546,2953,NNP,*,T,이기거풍산,*,*,*,*,이기거풍산/NNP/*
이묘산,1786,3546,2953,NNP,*,T,이묘산,*,*,*,*,이묘산/NNP/*
이향산,1786,3546,2953,NNP,*,T,이향산,*,*,*,*,이향산/NNP/*
익원산,1786,3546,2953,NNP,*,T,익원산,*,*,*,*,익원산/NNP/*
인삼소요산,1786,3546,2953,NNP,*,T,인삼소요산,Compound,*,*,*,인삼/NNP/*+소요산/NNP/*
인삼패독산,1786,3546,2953,NNP,*,T,인삼패독산,Compound,*,*,*,인삼/NNP/*+패독산/NNP/*
인진오령산,1786,3546,2953,NNP,*,T,인진오령산,Compound,*,*,*,인진/NNP/*+오령산/NNP/*
자설산,1786,3546,2953,NNP,*,T,자설산,*,*,*,*,자설산/NNP/*
자연유산,1786,3546,2953,NNP,*,T,자연유산,Compound,*,*,*,자연/NNP/*+유산/NNP/*
전씨백출산,1786,3546,2953,NNP,*,T,전씨백출산,Compound,*,*,*,전씨/NNP/*+백출산/NNP/*
전씨이공산,1786,3546,2953,NNP,*,T,전씨이공산,Compound,*,*,*,전씨/NNP/*+이공산/NNP/*
정기천향산,1786,3546,2953,NNP,*,T,정기천향산,Compound,*,*,*,정기/NNP/*+천향산/NNP/*
정통산,1786,3546,2953,NNP,*,T,정통산,*,*,*,*,정통산/NNP/*
제조패독산,1786,3546,2953,NNP,*,T,제조패독산,Compound,*,*,*,제조/NNP/*+패독산/NNP/*
